Date,Channel,Campaign,Visitors,Leads,MQLs,SQLs,Customers,Spend (USD),Revenue (USD)
2025-06-10,Paid Search,Generic Keywords,305,21,11,8,3,807.48,5007.57
2025-06-10,Paid Social,Facebook Prospecting,456,11,4,0,0,286.57,0.0
2025-06-10,Paid Social,Instagram Prospecting,340,5,1,1,0,199.74,0.0
2025-06-10,Paid Social,LinkedIn ABM,84,10,5,4,3,399.38,5156.29
2025-06-10,Referral,Customer Referral Program,68,16,9,9,4,22.5,7454.37
2025-06-10,Referral,Partner Program,47,9,5,5,1,22.64,1494.79
2025-06-11,Direct,Direct/Brand,222,10,3,2,1,0.0,1490.36
2025-06-11,Email,Drip Nurture,110,25,15,11,3,2.03,5244.96
2025-06-11,Email,Newsletter,159,20,10,5,3,3.19,2454.66
2025-06-11,Organic Search,Blog SEO,383,24,12,6,1,20.28,1715.02
2025-06-11,Organic Search,Product Pages SEO,249,24,15,5,0,12.37,0.0
2025-06-11,Paid Search,Brand Keywords,149,23,8,6,3,272.54,4941.87
2025-06-11,Paid Search,Competitor Keywords,98,6,4,4,2,319.43,2762.59
2025-06-11,Paid Search,Generic Keywords,306,23,6,3,1,777.65,903.35
2025-06-11,Paid Social,Facebook Prospecting,539,15,4,2,0,369.61,0.0
2025-06-11,Paid Social,Instagram Prospecting,378,10,3,1,0,262.14,0.0
2025-06-11,Paid Social,LinkedIn ABM,66,4,2,2,0,294.11,0.0
2025-06-11,Referral,Customer Referral Program,51,13,9,8,4,14.21,7026.3
2025-06-11,Referral,Partner Program,28,4,3,2,2,13.12,4479.83
2025-06-12,Direct,Direct/Brand,203,6,2,1,0,0.0,0.0
2025-06-12,Email,Drip Nurture,137,18,15,11,7,3.15,7809.83
2025-06-12,Email,Newsletter,144,17,9,5,3,2.99,4204.99
2025-06-12,Organic Search,Blog SEO,372,25,12,6,2,17.17,2373.48
2025-06-12,Organic Search,Product Pages SEO,249,14,8,7,3,12.78,4896.45
2025-06-12,Paid Search,Brand Keywords,118,17,13,9,3,213.33,4833.69
2025-06-12,Paid Search,Competitor Keywords,85,9,5,4,0,268.31,0.0
2025-06-12,Paid Search,Generic Keywords,254,11,5,2,0,719.28,0.0
2025-06-12,Paid Social,Facebook Prospecting,476,8,1,0,0,301.21,0.0
2025-06-12,Paid Social,Instagram Prospecting,355,11,4,0,0,267.04,0.0
2025-06-12,Paid Social,LinkedIn ABM,89,5,2,1,0,369.37,0.0
2025-06-12,Referral,Customer Referral Program,59,13,6,5,1,17.74,1714.75
2025-06-12,Referral,Partner Program,36,5,3,3,2,17.13,3575.13
2025-06-13,Direct,Direct/Brand,231,11,2,2,0,0.0,0.0
2025-06-13,Email,Drip Nurture,107,16,11,10,4,2.2,6716.75
2025-06-13,Email,Newsletter,168,11,7,5,1,3.39,1206.66
2025-06-13,Organic Search,Blog SEO,380,21,13,8,2,17.74,2901.77
2025-06-13,Organic Search,Product Pages SEO,269,18,6,1,0,12.44,0.0
2025-06-13,Paid Search,Brand Keywords,130,12,8,6,1,247.31,1296.79
2025-06-13,Paid Search,Competitor Keywords,76,3,2,0,0,243.49,0.0
2025-06-13,Paid Search,Generic Keywords,281,10,4,1,1,725.73,1349.14
2025-06-13,Paid Social,Facebook Prospecting,496,10,3,2,0,332.08,0.0
2025-06-13,Paid Social,Instagram Prospecting,395,11,3,1,0,262.74,0.0
2025-06-13,Paid Social,LinkedIn ABM,89,13,8,5,1,408.09,2314.71
2025-06-13,Referral,Customer Referral Program,60,18,15,13,5,17.27,7329.35
2025-06-13,Referral,Partner Program,45,7,6,2,1,21.4,1606.87
2025-06-14,Direct,Direct/Brand,116,5,1,1,1,0.0,1615.92
2025-06-14,Email,Drip Nurture,47,7,5,4,2,0.93,3296.8
2025-06-14,Email,Newsletter,93,11,5,3,0,1.87,0.0
2025-06-14,Organic Search,Blog SEO,227,15,9,4,0,11.42,0.0
2025-06-14,Organic Search,Product Pages SEO,149,19,7,5,2,7.86,3355.79
2025-06-14,Paid Search,Brand Keywords,84,12,8,6,0,169.51,0.0
2025-06-14,Paid Search,Competitor Keywords,35,0,0,0,0,116.14,0.0
2025-06-14,Paid Search,Generic Keywords,143,9,4,2,1,384.15,1630.67
2025-06-14,Paid Social,Facebook Prospecting,425,15,4,1,0,247.02,0.0
2025-06-14,Paid Social,Instagram Prospecting,330,4,1,1,0,229.6,0.0
2025-06-14,Paid Social,LinkedIn ABM,67,6,3,2,1,273.19,2579.2
2025-06-14,Referral,Customer Referral Program,45,15,13,11,6,14.5,12031.2
2025-06-14,Referral,Partner Program,24,6,4,3,1,12.96,2099.52
2025-06-15,Direct,Direct/Brand,118,5,4,3,1,0.0,1613.35
2025-06-15,Email,Drip Nurture,56,9,7,6,4,1.05,6195.27
2025-06-15,Email,Newsletter,74,7,3,0,0,1.62,0.0
2025-06-15,Organic Search,Blog SEO,211,6,4,0,0,10.21,0.0
2025-06-15,Organic Search,Product Pages SEO,128,9,6,5,2,6.3,2341.63
2025-06-15,Paid Search,Brand Keywords,79,12,7,3,0,150.86,0.0
2025-06-15,Paid Search,Competitor Keywords,52,5,2,0,0,176.93,0.0
2025-06-15,Paid Search,Generic Keywords,155,16,5,2,0,443.66,0.0
2025-06-15,Paid Social,Facebook Prospecting,407,14,7,2,0,278.27,0.0
2025-06-15,Paid Social,Instagram Prospecting,304,9,5,2,0,218.89,0.0
2025-06-15,Paid Social,LinkedIn ABM,69,6,4,2,2,305.48,5069.29
2025-06-15,Referral,Customer Referral Program,41,13,8,6,4,13.52,8059.56
2025-06-15,Referral,Partner Program,21,3,2,1,1,9.89,2126.82
2025-06-16,Direct,Direct/Brand,226,11,6,4,1,0.0,1349.66
2025-06-16,Email,Drip Nurture,119,22,11,8,1,2.43,2051.9
2025-06-16,Email,Newsletter,177,15,9,6,1,3.41,1391.57
2025-06-16,Organic Search,Blog SEO,382,26,5,5,2,20.36,3002.44
2025-06-16,Organic Search,Product Pages SEO,254,24,13,11,3,12.9,4360.57
2025-06-16,Paid Search,Brand Keywords,131,10,7,6,1,251.74,1363.22
2025-06-16,Paid Search,Competitor Keywords,92,10,6,2,1,285.37,1234.7
2025-06-16,Paid Search,Generic Keywords,303,25,9,5,1,775.41,1615.51
2025-06-16,Paid Social,Facebook Prospecting,526,11,3,1,0,349.05,0.0
2025-06-16,Paid Social,Instagram Prospecting,343,10,2,0,0,239.13,0.0
2025-06-16,Paid Social,LinkedIn ABM,86,16,7,4,2,370.65,4415.19
2025-06-16,Referral,Customer Referral Program,50,14,7,7,5,15.49,9069.05
2025-06-16,Referral,Partner Program,37,6,3,1,1,18.98,1682.8
2025-06-17,Direct,Direct/Brand,246,10,7,6,2,0.0,2652.22
2025-06-17,Email,Drip Nurture,118,20,12,8,3,2.63,3520.86
2025-06-17,Email,Newsletter,171,30,17,9,3,3.32,5356.49
2025-06-17,Organic Search,Blog SEO,424,23,10,6,2,19.26,3309.19
2025-06-17,Organic Search,Product Pages SEO,255,18,12,7,5,12.84,6136.09
2025-06-17,Paid Search,Brand Keywords,135,23,10,7,2,278.94,3457.91
2025-06-17,Paid Search,Competitor Keywords,77,8,7,5,1,266.7,1377.12
2025-06-17,Paid Search,Generic Keywords,311,18,6,2,0,753.46,0.0
2025-06-17,Paid Social,Facebook Prospecting,499,15,5,3,1,313.53,978.97
2025-06-17,Paid Social,Instagram Prospecting,371,10,2,1,0,245.51,0.0
2025-06-17,Paid Social,LinkedIn ABM,76,5,2,2,1,322.6,2008.2
2025-06-17,Referral,Customer Referral Program,69,21,11,7,1,21.09,1999.48
2025-06-17,Referral,Partner Program,52,7,5,2,2,26.66,2671.0
2025-06-18,Direct,Direct/Brand,213,15,4,4,3,0.0,4135.66
2025-06-18,Email,Drip Nurture,106,15,9,2,1,2.0,1472.02
2025-06-18,Email,Newsletter,156,10,3,2,1,3.2,1176.97
2025-06-18,Organic Search,Blog SEO,380,15,8,4,1,19.16,1286.13
2025-06-18,Organic Search,Product Pages SEO,248,22,7,6,3,12.18,4605.31
2025-06-18,Paid Search,Brand Keywords,129,15,5,2,0,223.75,0.0
2025-06-18,Paid Search,Competitor Keywords,81,9,6,1,1,290.25,1117.63
2025-06-18,Paid Search,Generic Keywords,311,23,7,3,2,875.32,2601.29
2025-06-18,Paid Social,Facebook Prospecting,508,22,4,0,0,332.01,0.0
2025-06-18,Paid Social,Instagram Prospecting,352,9,2,1,1,245.3,1184.61
2025-06-18,Paid Social,LinkedIn ABM,88,9,6,4,1,375.19,1944.78
2025-06-18,Referral,Customer Referral Program,58,17,9,8,3,18.62,5740.9
2025-06-18,Referral,Partner Program,34,7,5,3,1,17.32,1749.5
2025-06-19,Direct,Direct/Brand,205,7,4,1,1,0.0,1529.74
2025-06-19,Email,Drip Nurture,106,20,11,6,1,1.94,1720.83
2025-06-19,Email,Newsletter,190,14,9,8,5,4.34,6297.37
2025-06-19,Organic Search,Blog SEO,400,20,11,5,2,20.58,3533.61
2025-06-19,Organic Search,Product Pages SEO,226,20,9,6,3,11.15,5221.33
2025-06-19,Paid Search,Brand Keywords,112,17,8,5,2,194.87,2822.38
2025-06-19,Paid Search,Competitor Keywords,102,4,2,0,0,353.01,0.0
2025-06-19,Paid Search,Generic Keywords,304,19,4,4,3,788.71,4708.81
2025-06-19,Paid Social,Facebook Prospecting,500,18,8,4,0,319.88,0.0
2025-06-19,Paid Social,Instagram Prospecting,373,17,3,0,0,242.36,0.0
2025-06-19,Paid Social,LinkedIn ABM,94,6,5,3,0,374.88,0.0
2025-06-19,Referral,Customer Referral Program,55,15,9,8,4,17.27,7310.11
2025-06-19,Referral,Partner Program,43,9,3,3,0,20.45,0.0
2025-06-20,Direct,Direct/Brand,220,11,3,2,1,0.0,1571.2
2025-06-20,Email,Drip Nurture,102,13,8,4,0,2.05,0.0
2025-06-20,Email,Newsletter,159,6,0,0,0,3.05,0.0
2025-06-20,Organic Search,Blog SEO,426,16,8,4,0,20.84,0.0
2025-06-20,Organic Search,Product Pages SEO,217,19,10,7,2,10.23,3125.66
2025-06-20,Paid Search,Brand Keywords,127,18,14,7,3,222.91,5469.78
2025-06-20,Paid Search,Competitor Keywords,72,10,1,1,0,224.42,0.0
2025-06-20,Paid Search,Generic Keywords,284,17,6,5,2,748.74,2621.66
2025-06-20,Paid Social,Facebook Prospecting,524,15,7,4,1,368.94,1117.37
2025-06-20,Paid Social,Instagram Prospecting,366,9,2,1,0,235.28,0.0
2025-06-20,Paid Social,LinkedIn ABM,94,11,4,2,2,419.76,3909.73
2025-06-20,Referral,Customer Referral Program,69,16,11,8,5,17.53,9905.33
2025-06-20,Referral,Partner Program,29,4,4,2,1,14.13,1855.19
2025-06-21,Direct,Direct/Brand,117,5,3,2,1,0.0,1280.36
2025-06-21,Email,Drip Nurture,55,10,7,6,2,1.06,3007.11
2025-06-21,Email,Newsletter,89,7,4,2,1,1.89,1463.43
2025-06-21,Organic Search,Blog SEO,212,7,5,2,1,11.59,1580.54
2025-06-21,Organic Search,Product Pages SEO,135,16,7,3,1,6.94,1285.59
2025-06-21,Paid Search,Brand Keywords,83,8,5,2,0,169.19,0.0
2025-06-21,Paid Search,Competitor Keywords,66,4,0,0,0,231.64,0.0
2025-06-21,Paid Search,Generic Keywords,168,10,5,1,1,438.97,1532.66
2025-06-21,Paid Social,Facebook Prospecting,415,8,4,1,0,275.05,0.0
2025-06-21,Paid Social,Instagram Prospecting,320,10,5,1,0,223.6,0.0
2025-06-21,Paid Social,LinkedIn ABM,73,9,4,3,0,315.57,0.0
2025-06-21,Referral,Customer Referral Program,45,14,9,8,5,14.46,10665.82
2025-06-21,Referral,Partner Program,23,5,2,2,0,9.84,0.0
2025-06-22,Direct,Direct/Brand,118,4,2,0,0,0.0,0.0
2025-06-22,Email,Drip Nurture,55,13,6,3,2,1.11,2217.88
2025-06-22,Email,Newsletter,81,11,5,4,2,1.54,1898.79
2025-06-22,Organic Search,Blog SEO,221,11,9,7,1,11.41,1177.92
2025-06-22,Organic Search,Product Pages SEO,120,13,5,3,1,6.44,1744.05
2025-06-22,Paid Search,Brand Keywords,72,11,8,3,1,145.04,1395.89
2025-06-22,Paid Search,Competitor Keywords,40,3,2,0,0,132.34,0.0
2025-06-22,Paid Search,Generic Keywords,180,11,5,2,2,454.84,2478.88
2025-06-22,Paid Social,Facebook Prospecting,394,9,2,0,0,259.23,0.0
2025-06-22,Paid Social,Instagram Prospecting,337,8,4,3,0,211.11,0.0
2025-06-22,Paid Social,LinkedIn ABM,79,8,1,1,0,317.33,0.0
2025-06-22,Referral,Customer Referral Program,27,7,5,3,1,8.19,1576.56
2025-06-22,Referral,Partner Program,22,3,2,2,1,11.14,1570.83
2025-06-23,Direct,Direct/Brand,215,5,3,2,0,0.0,0.0
2025-06-23,Email,Drip Nurture,109,17,12,6,3,2.39,4795.82
2025-06-23,Email,Newsletter,164,13,6,2,2,3.17,1856.24
2025-06-23,Organic Search,Blog SEO,414,30,12,4,1,21.44,1795.01
2025-06-23,Organic Search,Product Pages SEO,253,15,6,5,1,12.47,1656.78
2025-06-23,Paid Search,Brand Keywords,107,14,9,6,4,183.68,5666.59
2025-06-23,Paid Search,Competitor Keywords,97,7,5,2,0,347.68,0.0
2025-06-23,Paid Search,Generic Keywords,294,22,14,8,2,759.53,3533.94
2025-06-23,Paid Social,Facebook Prospecting,477,12,6,1,0,317.28,0.0
2025-06-23,Paid Social,Instagram Prospecting,389,9,5,2,0,264.39,0.0
2025-06-23,Paid Social,LinkedIn ABM,98,3,2,1,0,361.06,0.0
2025-06-23,Referral,Customer Referral Program,52,13,11,7,3,15.67,4726.82
2025-06-23,Referral,Partner Program,34,5,5,3,1,17.21,1596.93
2025-06-24,Direct,Direct/Brand,221,9,3,1,1,0.0,1019.89
2025-06-24,Email,Drip Nurture,106,23,18,11,7,2.18,11484.68
2025-06-24,Email,Newsletter,174,16,6,3,3,3.6,3506.18
2025-06-24,Organic Search,Blog SEO,384,22,10,4,2,17.6,3409.46
2025-06-24,Organic Search,Product Pages SEO,255,21,10,8,1,13.68,1691.26
2025-06-24,Paid Search,Brand Keywords,121,18,11,7,2,230.0,2894.84
2025-06-24,Paid Search,Competitor Keywords,85,5,4,4,1,291.01,1397.03
2025-06-24,Paid Search,Generic Keywords,275,18,7,6,1,705.51,1447.56
2025-06-24,Paid Social,Facebook Prospecting,457,11,4,3,0,319.47,0.0
2025-06-24,Paid Social,Instagram Prospecting,370,13,1,1,1,246.32,946.82
2025-06-24,Paid Social,LinkedIn ABM,89,5,3,3,1,316.81,2199.56
2025-06-24,Referral,Customer Referral Program,64,16,11,7,6,22.19,8311.37
2025-06-24,Referral,Partner Program,55,11,10,8,6,25.8,8913.44
2025-06-25,Direct,Direct/Brand,222,6,3,0,0,0.0,0.0
2025-06-25,Email,Drip Nurture,98,20,14,10,7,1.9,11887.36
2025-06-25,Email,Newsletter,191,16,9,8,0,3.71,0.0
2025-06-25,Organic Search,Blog SEO,422,24,12,9,6,20.39,9006.12
2025-06-25,Organic Search,Product Pages SEO,277,22,9,4,1,13.58,1626.85
2025-06-25,Paid Search,Brand Keywords,136,20,12,5,4,236.46,7791.15
2025-06-25,Paid Search,Competitor Keywords,84,7,5,2,1,265.13,1497.33
2025-06-25,Paid Search,Generic Keywords,290,30,8,3,0,663.75,0.0
2025-06-25,Paid Social,Facebook Prospecting,488,15,8,6,1,309.53,971.63
2025-06-25,Paid Social,Instagram Prospecting,377,5,2,0,0,236.3,0.0
2025-06-25,Paid Social,LinkedIn ABM,95,13,6,4,3,387.95,7203.7
2025-06-25,Referral,Customer Referral Program,58,16,12,11,7,15.6,9898.17
2025-06-25,Referral,Partner Program,51,10,7,4,2,25.68,3279.9
2025-06-26,Direct,Direct/Brand,216,7,3,2,0,0.0,0.0
2025-06-26,Email,Drip Nurture,90,18,9,5,2,1.81,2946.16
2025-06-26,Email,Newsletter,173,13,3,2,1,3.57,1380.19
2025-06-26,Organic Search,Blog SEO,383,36,18,12,3,22.01,4011.66
2025-06-26,Organic Search,Product Pages SEO,234,23,11,5,3,12.94,3773.09
2025-06-26,Paid Search,Brand Keywords,112,24,15,9,4,212.14,4638.24
2025-06-26,Paid Search,Competitor Keywords,109,9,5,4,1,364.33,1315.24
2025-06-26,Paid Search,Generic Keywords,294,21,8,2,1,774.89,1136.35
2025-06-26,Paid Social,Facebook Prospecting,506,17,4,2,0,335.13,0.0
2025-06-26,Paid Social,Instagram Prospecting,386,9,6,5,1,291.93,672.05
2025-06-26,Paid Social,LinkedIn ABM,87,11,7,2,0,374.49,0.0
2025-06-26,Referral,Customer Referral Program,63,15,10,10,3,18.79,6388.85
2025-06-26,Referral,Partner Program,33,6,5,3,2,16.33,3512.5
2025-06-27,Direct,Direct/Brand,208,9,4,2,1,0.0,1293.84
2025-06-27,Email,Drip Nurture,103,18,10,5,2,2.08,3016.38
2025-06-27,Email,Newsletter,177,14,5,1,0,3.81,0.0
2025-06-27,Organic Search,Blog SEO,406,33,20,15,6,21.17,7475.16
2025-06-27,Organic Search,Product Pages SEO,254,19,11,8,0,12.67,0.0
2025-06-27,Paid Search,Brand Keywords,138,19,15,12,5,260.54,6891.61
2025-06-27,Paid Search,Competitor Keywords,85,8,3,1,0,243.46,0.0
2025-06-27,Paid Search,Generic Keywords,283,18,11,8,0,754.54,0.0
2025-06-27,Paid Social,Facebook Prospecting,474,14,7,4,0,283.39,0.0
2025-06-27,Paid Social,Instagram Prospecting,360,5,2,0,0,276.65,0.0
2025-06-27,Paid Social,LinkedIn ABM,83,10,7,5,2,361.39,5050.75
2025-06-27,Referral,Customer Referral Program,70,15,13,9,5,20.68,7910.72
2025-06-27,Referral,Partner Program,34,8,4,3,2,14.95,3135.16
2025-06-28,Direct,Direct/Brand,118,1,0,0,0,0.0,0.0
2025-06-28,Email,Drip Nurture,53,4,4,3,1,1.06,1735.34
2025-06-28,Email,Newsletter,83,5,3,3,0,1.67,0.0
2025-06-28,Organic Search,Blog SEO,236,10,6,4,0,12.15,0.0
2025-06-28,Organic Search,Product Pages SEO,151,12,6,1,0,7.76,0.0
2025-06-28,Paid Search,Brand Keywords,74,6,1,1,0,141.89,0.0
2025-06-28,Paid Search,Competitor Keywords,50,7,4,1,0,173.3,0.0
2025-06-28,Paid Search,Generic Keywords,155,8,2,1,0,394.19,0.0
2025-06-28,Paid Social,Facebook Prospecting,446,13,2,0,0,301.13,0.0
2025-06-28,Paid Social,Instagram Prospecting,288,11,3,0,0,203.12,0.0
2025-06-28,Paid Social,LinkedIn ABM,66,6,1,1,0,290.63,0.0
2025-06-28,Referral,Customer Referral Program,32,8,7,5,3,9.87,5969.4
2025-06-28,Referral,Partner Program,22,6,4,4,1,12.44,2071.95
2025-06-29,Direct,Direct/Brand,113,3,0,0,0,0.0,0.0
2025-06-29,Email,Drip Nurture,48,9,8,7,1,0.95,1336.67
2025-06-29,Email,Newsletter,89,8,2,2,2,1.87,2655.9
2025-06-29,Organic Search,Blog SEO,210,10,5,5,1,10.81,1129.78
2025-06-29,Organic Search,Product Pages SEO,139,6,2,2,0,6.99,0.0
2025-06-29,Paid Search,Brand Keywords,77,13,7,6,2,137.72,2915.66
2025-06-29,Paid Search,Competitor Keywords,56,2,1,1,1,184.66,1373.15
2025-06-29,Paid Search,Generic Keywords,150,8,2,1,0,381.74,0.0
2025-06-29,Paid Social,Facebook Prospecting,426,11,3,2,2,281.49,2719.54
2025-06-29,Paid Social,Instagram Prospecting,307,6,2,2,1,228.81,1119.38
2025-06-29,Paid Social,LinkedIn ABM,68,7,4,1,1,279.3,2516.04
2025-06-29,Referral,Customer Referral Program,51,10,7,7,5,14.44,9597.8
2025-06-29,Referral,Partner Program,16,4,3,0,0,7.14,0.0
2025-06-30,Direct,Direct/Brand,222,13,5,2,0,0.0,0.0
2025-06-30,Email,Drip Nurture,93,23,14,11,3,1.94,3067.19
2025-06-30,Email,Newsletter,194,16,9,3,2,3.76,2354.52
2025-06-30,Organic Search,Blog SEO,423,32,17,10,1,20.81,1255.73
2025-06-30,Organic Search,Product Pages SEO,285,21,7,5,1,13.51,1435.62
2025-06-30,Paid Search,Brand Keywords,127,17,7,4,1,234.01,1262.01
2025-06-30,Paid Search,Competitor Keywords,80,9,4,2,0,270.44,0.0
2025-06-30,Paid Search,Generic Keywords,317,27,7,5,4,748.78,6327.77
2025-06-30,Paid Social,Facebook Prospecting,434,14,6,4,0,258.01,0.0
2025-06-30,Paid Social,Instagram Prospecting,362,7,3,1,0,220.27,0.0
2025-06-30,Paid Social,LinkedIn ABM,81,3,2,1,0,375.13,0.0
2025-06-30,Referral,Customer Referral Program,64,8,5,2,0,18.68,0.0
2025-06-30,Referral,Partner Program,28,6,3,3,1,16.18,1874.62
2025-07-01,Direct,Direct/Brand,170,6,3,0,0,0.0,0.0
2025-07-01,Email,Drip Nurture,108,15,11,7,3,2.25,3799.05
2025-07-01,Email,Newsletter,156,12,6,4,1,3.12,1407.24
2025-07-01,Organic Search,Blog SEO,370,20,8,6,1,17.81,1469.84
2025-07-01,Organic Search,Product Pages SEO,240,18,11,8,5,11.94,6345.93
2025-07-01,Paid Search,Brand Keywords,108,18,14,8,4,186.24,5017.29
2025-07-01,Paid Search,Competitor Keywords,80,6,0,0,0,259.63,0.0
2025-07-01,Paid Search,Generic Keywords,275,29,11,2,2,646.86,2666.8
2025-07-01,Paid Social,Facebook Prospecting,468,14,5,2,0,287.98,0.0
2025-07-01,Paid Social,Instagram Prospecting,320,10,5,2,0,235.57,0.0
2025-07-01,Paid Social,LinkedIn ABM,72,6,3,1,1,295.95,2863.53
2025-07-01,Referral,Customer Referral Program,63,10,5,4,1,19.54,1518.31
2025-07-01,Referral,Partner Program,48,8,6,4,1,26.7,2102.91
2025-07-02,Direct,Direct/Brand,189,11,3,0,0,0.0,0.0
2025-07-02,Email,Drip Nurture,95,23,15,10,4,2.08,5878.45
2025-07-02,Email,Newsletter,167,10,4,2,0,3.43,0.0
2025-07-02,Organic Search,Blog SEO,383,25,12,8,5,22.1,6167.53
2025-07-02,Organic Search,Product Pages SEO,206,11,8,7,0,9.91,0.0
2025-07-02,Paid Search,Brand Keywords,134,24,17,10,3,260.47,4996.47
2025-07-02,Paid Search,Competitor Keywords,93,10,3,2,0,291.15,0.0
2025-07-02,Paid Search,Generic Keywords,286,20,6,4,1,783.4,1732.56
2025-07-02,Paid Social,Facebook Prospecting,475,17,5,2,2,325.95,2762.07
2025-07-02,Paid Social,Instagram Prospecting,348,11,4,3,0,238.36,0.0
2025-07-02,Paid Social,LinkedIn ABM,88,8,5,3,0,396.16,0.0
2025-07-02,Referral,Customer Referral Program,55,12,7,4,0,16.42,0.0
2025-07-02,Referral,Partner Program,38,7,3,2,2,19.84,2942.2
2025-07-03,Direct,Direct/Brand,202,9,4,2,0,0.0,0.0
2025-07-03,Email,Drip Nurture,101,14,8,6,3,1.97,4683.72
2025-07-03,Email,Newsletter,146,14,7,5,2,2.88,2555.46
2025-07-03,Organic Search,Blog SEO,380,31,10,6,0,18.34,0.0
2025-07-03,Organic Search,Product Pages SEO,211,16,6,1,1,10.4,1299.62
2025-07-03,Paid Search,Brand Keywords,129,12,7,4,1,217.24,1710.78
2025-07-03,Paid Search,Competitor Keywords,86,6,3,2,1,300.78,1319.37
2025-07-03,Paid Search,Generic Keywords,282,9,4,3,0,689.08,0.0
2025-07-03,Paid Social,Facebook Prospecting,453,12,6,2,0,256.76,0.0
2025-07-03,Paid Social,Instagram Prospecting,323,6,1,1,0,244.21,0.0
2025-07-03,Paid Social,LinkedIn ABM,69,5,3,1,1,211.52,2899.31
2025-07-03,Referral,Customer Referral Program,55,13,11,9,4,18.22,7038.49
2025-07-03,Referral,Partner Program,43,11,4,3,1,20.47,2043.69
2025-07-04,Direct,Direct/Brand,205,10,4,0,0,0.0,0.0
2025-07-04,Email,Drip Nurture,97,19,11,9,3,2.12,4711.05
2025-07-04,Email,Newsletter,153,14,4,3,0,2.97,0.0
2025-07-04,Organic Search,Blog SEO,333,25,13,6,5,16.53,6366.9
2025-07-04,Organic Search,Product Pages SEO,229,13,5,4,1,11.23,1906.1
2025-07-04,Paid Search,Brand Keywords,105,19,11,4,2,187.97,4015.51
2025-07-04,Paid Search,Competitor Keywords,75,10,1,0,0,261.28,0.0
2025-07-04,Paid Search,Generic Keywords,297,21,9,7,1,779.72,1501.04
2025-07-04,Paid Social,Facebook Prospecting,473,15,5,2,1,304.85,938.54
2025-07-04,Paid Social,Instagram Prospecting,369,9,3,1,1,240.22,1094.91
2025-07-04,Paid Social,LinkedIn ABM,75,8,6,5,1,321.7,2562.88
2025-07-04,Referral,Customer Referral Program,59,14,9,9,2,17.96,3807.7
2025-07-04,Referral,Partner Program,29,8,5,2,0,15.55,0.0
2025-07-05,Direct,Direct/Brand,122,8,4,4,1,0.0,1518.63
2025-07-05,Email,Drip Nurture,61,9,7,6,3,1.03,3409.6
2025-07-05,Email,Newsletter,92,7,4,4,3,1.84,4808.31
2025-07-05,Organic Search,Blog SEO,214,13,5,5,2,10.24,3720.59
2025-07-05,Organic Search,Product Pages SEO,154,14,8,5,2,7.46,2906.2
2025-07-05,Paid Search,Brand Keywords,78,11,6,6,2,163.42,3639.22
2025-07-05,Paid Search,Competitor Keywords,40,2,1,1,1,135.08,1259.64
2025-07-05,Paid Search,Generic Keywords,149,12,5,3,0,379.96,0.0
2025-07-05,Paid Social,Facebook Prospecting,391,11,2,1,0,271.73,0.0
2025-07-05,Paid Social,Instagram Prospecting,279,5,3,2,0,194.75,0.0
2025-07-05,Paid Social,LinkedIn ABM,65,8,5,4,0,277.44,0.0
2025-07-05,Referral,Customer Referral Program,47,14,9,8,3,13.92,5088.05
2025-07-05,Referral,Partner Program,26,3,2,2,1,13.5,1888.74
2025-07-06,Direct,Direct/Brand,108,4,2,1,1,0.0,1433.8
2025-07-06,Email,Drip Nurture,40,5,2,1,1,0.67,1129.94
2025-07-06,Email,Newsletter,98,6,2,1,1,2.09,969.23
2025-07-06,Organic Search,Blog SEO,197,11,7,3,1,10.71,1758.11
2025-07-06,Organic Search,Product Pages SEO,101,6,2,1,0,5.44,0.0
2025-07-06,Paid Search,Brand Keywords,83,12,10,8,5,141.61,9756.72
2025-07-06,Paid Search,Competitor Keywords,50,5,2,1,1,158.75,1349.95
2025-07-06,Paid Search,Generic Keywords,163,8,5,3,0,415.79,0.0
2025-07-06,Paid Social,Facebook Prospecting,381,11,4,2,0,251.73,0.0
2025-07-06,Paid Social,Instagram Prospecting,254,6,2,0,0,165.33,0.0
2025-07-06,Paid Social,LinkedIn ABM,71,9,3,2,1,277.89,2037.48
2025-07-06,Referral,Customer Referral Program,39,6,5,5,3,11.68,6104.34
2025-07-06,Referral,Partner Program,14,4,4,3,1,6.74,1507.37
2025-07-07,Direct,Direct/Brand,201,14,6,5,3,0.0,3583.94
2025-07-07,Email,Drip Nurture,80,6,5,3,0,1.55,0.0
2025-07-07,Email,Newsletter,141,12,8,4,1,3.04,1436.87
2025-07-07,Organic Search,Blog SEO,363,20,11,5,0,17.07,0.0
2025-07-07,Organic Search,Product Pages SEO,246,26,9,5,2,11.78,2985.53
2025-07-07,Paid Search,Brand Keywords,137,24,17,11,4,251.62,6547.86
2025-07-07,Paid Search,Competitor Keywords,71,4,4,3,2,245.32,2697.84
2025-07-07,Paid Search,Generic Keywords,252,14,7,2,1,629.27,1309.66
2025-07-07,Paid Social,Facebook Prospecting,452,13,5,2,0,322.55,0.0
2025-07-07,Paid Social,Instagram Prospecting,330,9,4,1,1,246.03,1005.27
2025-07-07,Paid Social,LinkedIn ABM,84,7,4,4,1,374.73,2520.82
2025-07-07,Referral,Customer Referral Program,58,16,13,9,4,17.16,6630.52
2025-07-07,Referral,Partner Program,30,9,8,5,2,14.11,3178.79
